CpGName,Sample1,Sample2,Sample3
cg15383392,0.078043735,0.078672455,0.090904875
cg15383574,0.045346236,0.045536213,0.033224534
cg15384392,0.025270288,0.026780489,0.024293275
cg15384599,0.040425304,0.039647215,0.03871295
cg15384717,0.089693087,0.082180764,0.107582683
cg15385623,0.134418462,0.1183593,0.086644096
cg15387123,0.119914673,0.121077322,0.108695356
cg15389153,0.789434716,0.745965983,0.765996917
cg15392792,0.044275823,0.053960375,0.0430658
cg15394409,0.022254559,0.023821757,0.02181786
cg15396310,0.020854196,0.029950919,0.024406125
cg15396367,0.217429214,0.204953001,0.168959802
cg15397506,0.016678115,0.019878848,0.013017066
cg15398448,0.02068009,0.020060036,0.018949049
cg15398520,0.686937353,0.712775885,0.704548981
cg15399561,0.026819634,0.031376406,0.026207154
cg15401952,0.073628298,0.078945046,0.068887274
cg15403517,0.200986878,0.23625523,0.206799168
cg15407570,0.192001496,0.193295118,0.170129531
cg15408407,0.043588931,0.027102658,0.05959118
cg15408454,0.885577923,0.847207614,0.817677676
cg15409266,0.659267419,0.600383226,NA
cg15410903,0.018177611,0.022909684,0.016626693
cg15411984,0.037225139,0.044146573,0.047732789
cg15413566,0.121193804,0.124104552,0.106927203
cg15414833,0.028218905,0.027961063,0.026329279
cg15415507,0.128635197,0.133207404,0.111640214
cg15415509,0.110329913,0.152507415,0.119170464
cg15415545,0.037506213,0.03589621,0.026401198
cg15416233,0.012243706,0.017512961,0.012832297
cg15416577,0.030278838,0.031903051,0.029227487
cg15417244,0.895455358,0.887609417,0.879624477
cg15417900,0.04247978,0.043274555,0.040697917
cg15419274,0.032456983,0.043394165,0.033796089
cg15422147,0.85700962,0.886841376,0.870387326
cg15422784,0.84845981,0.864218364,0.839488114
cg15423613,0.022261391,0.03806807,0.02793395
cg15423764,0.765973803,0.79032491,0.77330457
cg15423862,0.853134153,0.894461971,0.851079772
cg15425280,0.045643123,0.056881261,0.041893669
cg15425811,0.420312734,0.357179646,0.397523441
cg15426734,0.043713153,0.036385666,0.028260367
cg15427448,0.032445564,0.036392369,0.035868971
cg15427567,0.029693025,0.029817843,0.024739593
cg15427656,0.059936699,0.067225954,0.064363285
cg15427774,0.051802194,0.057709883,0.050344404
cg15428653,0.07126536,0.073695847,0.065069324
cg15430659,0.657154686,0.62023926,0.653740982
cg15431576,0.141013157,0.132433216,0.126425923
cg15432938,0.040951566,0.041485865,0.038694114
cg15433631,0.021155904,0.022157156,0.023177425
cg15434599,0.064792926,0.075464572,0.061084178
cg15435730,0.068907172,0.072306434,0.069599986
cg15437432,0.046923378,0.064054733,0.038866536
cg15439078,0.872117744,0.890829527,0.865164022
cg15439196,0.283292052,0.313021837,0.299941542
cg15439862,0.030545347,0.035423944,0.02798617
cg15441973,0.848311222,0.826141284,0.838545086
cg15442534,0.029126595,0.023350308,0.018363544
cg15442702,0.090900608,0.106177219,0.089109436
cg15443822,0.036613661,0.039113014,0.041496434
cg15444978,0.024587978,0.029762089,0.023863963
cg15445332,0.02875373,0.031078497,0.026208485
cg15446391,0.398485644,0.320408362,0.279817098
cg15447479,0.047346263,0.054331127,0.04434188
cg15447486,0.477383575,0.449841957,0.46563765
cg15448245,0.744478545,0.750552236,0.739385497
cg15448599,0.910096332,0.905396344,0.902802397
cg15451100,0.030116779,0.025590212,0.023508718
cg15452204,0.395383124,0.516510817,0.468894907
cg15452426,0.016026042,0.017532104,0.01206449
cg15452573,0.02734116,0.049338601,0.027895004
cg15453943,0.84175128,0.822989473,0.834801495
cg15454483,0.018955039,0.07187256,0.111239396
cg15456206,0.035924655,0.048218286,0.024587902
cg15457079,0.748691407,0.772301116,0.74335959
cg15457899,0.048648629,0.038450866,0.029104586
cg15459742,0.030444723,0.029799398,0.027752772
cg15459773,0.925460071,0.920773059,0.916866809
cg15460516,0.021069834,0.027653646,0.020250512
cg15461516,0.027987601,0.028980311,0.021849621
cg15462232,0.070091823,0.09363448,0.08497858
cg15464148,0.630460634,0.645297229,0.664624785
cg15465321,0.837504234,0.838425745,0.808528202
cg15467148,0.090439366,0.154160848,0.088431293
cg15467759,0.917600387,0.93253318,0.917791445
cg15468095,0.086905742,0.082552206,0.067384035
cg15470298,0.065893348,0.167719882,0.14911146
cg15470750,0.055216919,0.05599242,0.059098125
cg15473335,0.060283596,0.066491646,0.057902078
cg15473868,0.032571572,0.042720598,0.033187967
cg15473904,0.372656455,0.273223314,0.285408276
cg15475323,0.832764659,0.869459734,0.879990111
cg15477600,0.03976146,0.044495675,0.038212692
cg15479752,0.896783813,0.92185215,0.913493417
cg15480475,0.803172171,0.783789842,0.782036989
cg15480941,0.014120624,0.130153284,0.262319265
cg15481539,0.889286333,0.89466234,0.894241294
cg15482690,0.017140339,0.0205533,0.01578829
cg15484019,0.033944539,0.036941628,0.04114223
cg15484375,0.553909215,0.543379113,0.541563155
cg15484384,0.661272295,0.676773479,0.625290751
cg15485859,0.870966747,0.843999449,0.83967176
cg15486645,0.026516168,0.032083759,0.022257426
cg15488251,0.025993277,0.033990231,0.026270217
cg15488402,0.104283544,0.119227713,0.128125272
cg15489294,0.129152933,0.182006259,0.113752879
cg15489301,0.324466545,0.334986682,0.30544253
cg15489422,0.764482693,0.738959597,0.762779159
cg15491567,0.174217116,0.156909367,0.159880667
cg15492003,0.01978496,0.023313474,0.018044621
cg15492104,0.028209057,0.032403918,0.033442047
cg15494458,0.066466086,0.083356344,0.065440869
cg15494980,0.083798871,0.109722851,0.092891291
cg15495837,0.861418614,0.878060241,0.879086851
cg15498283,0.020279656,0.018443636,0.022356682
cg15500658,0.023557554,0.032748975,0.023196727
cg15501381,0.568508658,0.605363105,0.585921051
cg15502446,0.040697699,0.058202032,0.04944295
cg15502888,0.034334929,0.030699281,0.029602765
cg15503752,0.483078453,0.617709852,0.577448297
cg15503799,0.051587159,0.051269507,0.049450049
cg15507817,0.026925309,0.030800202,0.02910933
cg15508020,0.046856886,0.041844086,0.039377019
cg15512851,0.217381391,0.176953421,0.164341535
cg15512961,0.03357824,0.032867621,0.029040454
cg15516226,0.912488053,0.929536155,0.924896127
cg15517609,0.36235155,0.352192266,0.357162708
cg15517965,0.016919536,0.023177345,0.015761009
cg15518883,0.626060613,0.654617962,0.682101361
cg15518950,0.028840216,0.032432527,0.024678551
cg15519208,0.119200496,0.137787561,0.131123419
cg15520279,0.021009341,0.021502199,0.016171695
cg15521097,0.736571198,0.674958602,0.618925363
cg15522719,0.023047594,0.031408014,0.022611609
cg15522957,0.156139844,0.165853193,0.1450312
cg15523238,0.049193084,0.062242535,0.052231288
cg15525002,0.029750522,0.032613684,0.026189252
cg15526708,0.083788055,0.081722217,0.068623695
cg15527554,0.779997381,0.781962351,0.734308832
cg15528736,0.186224323,0.186833529,0.16704436
cg15530356,0.833322614,0.829419151,0.78728096
cg15531099,0.579265628,0.485999255,0.580322901
cg15532088,0.841332584,0.857196768,0.812948982
cg15534084,0.11677476,0.124822348,0.142450948
cg15534366,0.308645662,0.339106339,0.370177363
cg15536230,0.530895185,0.482522681,0.492103629
cg15536242,0.793093542,0.790420838,0.780881916
cg15536490,0.099265765,0.089691364,0.092826684
cg15536552,0.099249176,0.210918343,0.279796201
cg15537433,0.028365299,0.031005121,0.032259047
cg15537850,0.76510254,0.804326403,0.776155948
cg15538427,0.623507516,0.603978645,0.609656736
cg15538820,0.944783148,0.946908234,0.949952549
cg15538837,0.043269915,0.044025878,0.033354683
cg15539420,0.060373628,0.061130636,0.060914061
cg15540054,0.025464601,0.02733086,0.023898574
cg15540820,0.049597409,0.052974539,0.044691413
cg15541230,0.028178727,0.032513923,0.021812738
cg15541315,0.031206691,0.039928198,0.035062524
cg15542496,0.841477356,0.823071743,0.833057346
cg15543551,0.166395442,0.11855535,0.097113792
cg15544036,0.739041396,0.786041462,0.772660407
cg15544721,0.65273681,0.64575962,0.629774673
cg15547534,0.034844814,0.031187217,0.030848754
cg15547662,0.068309114,0.06390918,0.059169713
cg15550350,0.889789701,0.886325878,0.879685224
cg15551881,0.2906408,0.28263915,0.318729843
cg15552238,0.138944819,0.138850505,0.113320148
cg15553522,0.035586315,0.039457295,0.034296674
cg15554401,0.888979676,0.88772042,0.889013967
cg15555014,0.616457478,0.563554268,0.532516798
cg15555727,0.046059598,0.046055801,0.052182398
cg15556558,0.02389534,0.027390066,0.026738779
cg15557833,0.223473888,0.216545559,0.198131876
cg15558658,0.051933421,0.05429256,0.053428889
cg15558971,0.038924685,0.047561331,0.040316637
cg15559560,0.022919431,0.028657618,0.02183413
cg15559700,0.823589287,0.796852285,0.803071236
cg15559737,0.841451699,0.838982107,0.82163073
cg15560112,0.033743258,0.040521068,0.024044754
cg15560337,0.823734524,0.819394327,0.805659364
cg15561986,0.062403496,0.056090439,0.045633397
cg15562197,0.030789554,0.032788578,0.028655249
cg15563057,0.038563781,0.028697608,0.033796475
cg15563382,0.12169283,0.118450109,0.10234603
cg15563952,0.046556311,0.047941784,0.045700094
cg15563993,0.02882118,0.037933708,0.029549731
cg15564267,0.743671313,0.734869073,0.724538724
cg15565533,0.061055631,0.053850038,0.043180723
cg15565872,0.039349142,0.04689775,0.03701271
cg15566222,0.02264246,0.024519779,0.016848009
cg15566783,0.026259031,0.032555413,0.020388253
cg15568167,0.019266595,0.022502553,0.014279333
cg15569340,0.04128713,0.041725953,0.036323677
cg15569512,0.03075901,0.030444108,0.022514644
cg15571154,0.776328219,0.77001311,0.766793843
cg15572745,0.47541174,0.46894256,0.439022563
cg15572787,0.01836638,0.017388737,0.017234557
cg15573237,0.611691047,0.64214294,0.620093781
cg15576195,0.051370812,0.058573177,0.056949778
cg15576233,0.013507886,0.014470992,0.008820942
cg15579370,0.047446276,0.056426716,0.054412361
cg15580043,0.035409624,0.06205514,0.040705203
cg15581500,0.045090275,0.052947393,0.045962769
cg15582789,0.222197829,0.236122261,0.193128823
cg15582891,0.778808967,0.757164496,0.783458612
cg15583058,0.285327017,0.262865846,0.239152297
cg15584630,0.021351474,0.019350808,0.014888198
cg15584813,0.078027815,0.104944355,0.110120603
cg15585905,0.022438523,0.02401767,0.020380032
cg15585987,0.538296867,0.540356212,0.525765707
cg15586352,0.649781693,0.681290094,0.650120795
cg15587603,0.050019756,0.046398683,0.043641531
cg15589156,0.03998441,0.054752634,0.048278307
cg15589354,0.235567589,0.233625597,0.196490632
cg15589427,0.843103066,0.821157085,0.810071083
cg15590526,0.232606592,0.268280804,0.188997887
cg15590780,0.627472797,0.636546562,0.617750571
cg15591678,0.026660165,0.026602981,0.025021704
cg15591837,0.028419576,0.031873584,0.024415843
cg15594133,0.035628262,0.035489992,0.031262133
cg15595739,0.839788021,0.863600332,0.819592969
cg15597540,0.905952448,0.909010854,0.907248135
cg15599064,0.179052367,0.192653081,0.156592382
cg15600342,0.035115807,0.036371843,0.031080713
cg15600835,0.062922317,0.073791423,0.05036798
cg15601535,0.07596715,0.076468723,0.070908022
cg15602735,0.793296437,0.804968139,0.74354509
cg15602809,0.553096012,0.581988299,0.52126097
cg15602950,0.030102314,0.03336555,0.027207586
cg15602969,0.028453551,0.032927778,0.024368728
cg15603885,0.942733681,0.953907064,0.939662081
cg15604008,0.049046758,0.055943088,0.038895527
cg15604467,0.027313337,0.031688587,0.028584331
cg15605888,0.035404016,0.029553333,0.032225431
cg15606663,0.666310886,0.674784335,0.633192535
cg15607672,0.076765379,0.089113335,0.08336678
cg15609273,0.047760817,0.041596892,0.037958011
cg15609321,0.095689432,0.117275928,0.113165817
cg15610233,0.778405895,0.78542932,0.804073203
cg15610792,0.024527312,0.033356434,0.020308791
cg15611364,0.041058561,0.033618381,0.032727633
cg15611923,0.04861953,0.058137511,0.057364995
cg15612063,0.056576076,0.070170382,0.080252048
cg15612436,0.447323116,0.519554754,0.4855783
cg15612546,0.03267041,0.036084223,0.029265571
cg15612847,0.82863265,0.858819137,0.849726431
cg15612927,0.07560201,0.067188391,0.06879211
cg15613048,0.018919916,0.019125435,0.013013904
cg15613982,0.040774265,0.065126072,0.037526415
cg15615135,0.05540056,0.054802592,0.056723586
cg15616083,0.415266869,0.453123755,0.447236127
cg15616400,0.914955696,0.92350205,0.915369529
cg15619125,0.768461836,0.762797421,0.744989215
cg15619794,0.780435212,0.795645292,0.755417393
cg15623573,0.060775738,0.066331284,0.063892848
cg15625636,0.503384116,0.516875516,0.48333325
cg15626350,0.332721646,0.275155361,0.265736281
cg15627025,0.886482534,0.8867281,0.874478317
cg15627502,0.037581208,0.041861687,0.045955659
cg15627524,0.103449641,0.127888323,0.112681869
cg15628498,0.025827744,0.025441659,0.021065586
cg15629064,0.05105375,0.046469247,0.039319191
cg15630759,0.020457829,0.022872725,0.015847798
cg15631323,0.105129074,0.12369786,0.122887791
cg15633390,0.324810292,0.271420373,0.245683199
cg15634735,0.035440372,0.03854287,0.030328459
cg15636365,0.026158716,0.029127564,0.022409235
cg15636587,0.016326393,0.123371396,0.209067039
cg15637528,0.886814188,0.869509348,0.88189897
cg15639045,0.028158305,0.031667728,0.026772744
cg15639951,0.90264557,0.90903944,0.904954903
cg15640375,0.074203453,0.068550576,0.05738035
cg15641675,0.01789108,0.023501968,0.021028256
cg15641998,0.041577376,0.048231832,0.049589136
cg15642035,0.821980408,0.799661398,0.786737312
cg15642326,0.206493659,0.18999098,0.168935457
cg15643724,0.053133411,0.05965737,0.058290397
cg15645605,0.029578713,0.047588093,0.047627886
cg15645784,0.025285886,0.025630852,0.015318001
cg15646782,0.0327378,0.0322906,0.024748128
cg15647515,0.037549252,0.035757527,0.027998747
cg15648315,0.901788253,0.900450461,0.896540424
cg15648905,0.032575329,0.035030975,0.028205623
cg15649193,0.055416404,0.06686617,0.064250907
cg15649452,0.042141491,0.042704627,0.037422964
cg15652120,0.051593095,0.049393378,0.05032349
cg15652212,0.943100526,0.948289116,0.94687488
cg15652797,0.04135175,0.046072989,0.040519225
cg15654964,0.051124072,0.057040257,0.050065795
cg15657607,0.031983378,0.032889007,0.024406016
cg15657668,0.739613402,0.741190596,0.726056516
cg15658426,0.314110692,0.284671233,0.291475845
cg15659828,0.03692356,0.033604079,0.030173472
cg15660077,0.467508094,0.473173792,0.46153781
cg15660498,0.222264548,0.230089213,0.196118097
cg15661409,0.820083551,0.829437292,0.765791887
cg15662251,0.321592039,0.304256824,0.307452648
cg15663121,0.02859628,0.031396699,0.025600758
cg15664067,0.06165411,0.074036239,0.059828642
cg15664701,0.518309443,0.539785001,0.506612488
cg15664905,0.542261264,0.568830609,0.532039849
cg15665653,0.096258086,0.104741986,0.110412238
cg15669092,0.045082261,0.048504416,0.045117178
cg15669228,0.796268495,0.799155616,0.784807869
cg15669273,0.028755717,0.026895248,0.024596374
cg15670863,0.842953438,0.853125738,0.860469037
cg15673110,0.027257812,0.031725757,0.030636618
cg15674432,0.058277423,0.06562101,0.046722236
cg15674997,0.355075122,0.35091669,0.337117182
cg15676084,0.036943868,0.033232149,0.030925756
cg15676241,0.106906712,0.08532573,0.090902886
cg15676488,0.045735782,0.055211774,0.050188861
cg15677132,0.031275191,0.031852913,0.02960867
cg15677294,0.703940457,0.71808779,0.720098758
cg15677355,0.910227422,0.894676202,0.845226882
cg15679095,0.90490821,0.902035194,0.896000318
cg15679098,0.890234252,0.895363162,0.890930789
cg15679651,0.028082686,0.02639815,0.018670596
cg15680574,0.048930034,0.055681328,0.043957501
cg15681351,0.072497723,0.101160995,0.125117963
cg15683488,0.09846039,0.122771461,0.096890038
cg15683743,0.058040474,0.077549574,0.046041326
cg15684563,0.701394148,0.67575665,0.631863249
cg15686608,0.080856342,0.090771294,0.08018744
cg15687659,0.048601154,0.027117866,0.029892952
cg15688767,0.060499647,0.053803946,0.050431745
cg15690721,0.050972374,0.057319829,0.051209027
cg15691199,0.066317336,0.061414557,0.066386389
cg15691649,0.796025767,0.790265509,0.731289167
cg15691841,0.02500111,0.029288196,0.024787964
cg15692239,0.024720669,0.028880514,0.029738392
cg15693363,0.019193519,0.018916162,0.014564939
cg15693736,0.947949588,0.938879814,0.945748712
cg15694180,0.027603284,0.020768603,0.025885885
cg15696627,0.030750974,0.03906942,0.03235349
cg15696781,0.046466996,0.056122983,0.031351941
cg15698196,0.701980032,0.664596304,0.651117375
cg15699524,0.631739265,0.614920201,0.608603641
cg15700197,0.732962545,0.709318448,0.699234221
cg15700739,0.21035356,0.18756754,0.201076936
cg15701111,0.537554283,0.525064839,0.622161067
cg15701622,0.047716255,0.050485149,0.050303963
cg15702701,0.110882711,0.086108394,0.066542131
cg15703357,0.754751342,0.775225816,0.735594146
cg15703512,0.044859301,0.05523993,0.04356548
cg15703690,0.095956037,0.080497976,0.0781162
cg15705469,0.021817177,0.04196264,0.027976912
cg15705999,0.028341831,0.031763131,0.026474814
cg15707568,0.171024733,0.15322506,0.171356995
cg15711744,0.802234279,0.803830606,0.79906296
cg15712267,0.863622803,0.851137515,0.824364428
cg15713086,0.077834155,0.100974485,0.095697828
cg15714041,0.029247746,0.045558731,0.037278378
cg15717808,0.018556473,0.021127158,0.018852862
cg15720064,0.953659225,0.930785663,0.852226975
cg15720535,0.277895952,0.334886309,0.263000354
cg15721424,0.039159832,0.043238625,0.043352217
cg15722679,0.147822859,0.158129609,0.150538235
cg15725808,0.092025833,0.085906763,0.088715471
cg15725933,0.030274193,0.028562228,0.024173637
cg15726245,0.805730102,0.777265232,0.789213033
cg15727249,0.720077272,0.741756557,0.721689079
cg15727320,0.743653753,0.71581407,0.714739105
cg15729423,0.033744328,0.040452833,0.034371496
cg15729869,0.027758885,0.023560964,0.01587649
cg15731815,0.029012028,0.028404512,0.027472384
cg15733266,0.867801699,0.854015699,0.868379097
cg15733507,0.044447283,0.039634283,0.030432145
cg15736165,0.0847706,0.082651984,0.072424699
cg15736336,0.857565379,0.83908421,0.842728059
cg15736338,0.041941858,0.047837847,0.036728913
cg15737168,0.832918221,0.851103315,0.844689678
cg15737319,0.03391027,0.039658774,0.039917806
cg15738916,0.040192838,0.07138707,0.026425474
cg15739437,0.264577068,0.231963319,0.23295525
cg15739581,0.437093317,0.40639312,0.416581245
cg15739944,0.040835081,0.034322884,0.033625888
cg15740366,0.062038916,0.044072245,0.038875332
cg15740508,0.74894298,0.741294626,0.669088687
cg15741583,0.465607531,0.457378193,0.408989372
cg15741706,0.864267784,0.869042104,0.823526039
cg15742700,0.651526453,0.656084738,0.671522047
cg15743985,0.199823183,0.210144224,0.199864633
cg15746187,0.671648809,0.64057407,0.613381073
cg15746445,0.77907478,0.734684503,0.723892131
cg15746620,0.083590864,0.081403274,0.09478007
cg15746719,0.029835894,0.035327603,0.020204841
cg15747133,0.037867834,0.063000398,0.060215119
cg15747595,0.09371027,0.080406975,0.092957627
cg15747933,0.089468588,0.094170398,0.076927763
cg15748507,0.179259982,0.168595772,0.159956091
cg15749322,0.038263601,0.036554327,0.030696169
cg15749748,0.053971477,0.060278601,0.051238422
cg15749858,0.130922196,0.174798551,0.127995111
cg15750102,0.019680105,0.025518824,0.019790711
cg15750705,0.887806875,0.905220215,0.892542087
cg15751406,0.897209634,0.902590238,0.913594979
cg15752043,0.067533812,0.038490278,0.034720382
cg15753381,0.048599203,0.058767992,0.043648006
cg15753757,0.028106248,0.039097226,0.029876646
cg15754084,0.473447028,0.490148116,0.4406014
cg15754109,0.033855828,0.053316,0.034371704
cg15755084,0.054375399,0.034796985,0.024793079
cg15755406,0.025696436,0.040541541,0.033516964
cg15755548,0.077954079,0.072800784,0.061147378
cg15756091,0.845086904,0.874280148,0.840723478
cg15757271,0.023122344,0.039656243,0.0255325
cg15758700,0.683068504,0.702983307,0.702535814
cg15759055,0.038828037,0.040420742,0.031607865
cg15759873,0.736570905,0.725561088,0.731430637
cg15760840,0.038400563,0.046314647,0.038508913
cg15760943,0.134087202,0.215535449,0.153021693
cg15761233,0.848918045,0.805039593,0.800923765
cg15761405,0.760105772,0.766071103,0.771390214
cg15764655,0.864407969,0.85804754,0.861213841
cg15765212,0.057769303,0.06505917,0.05435309
cg15765532,0.041391818,0.054414342,0.043513462
cg15765694,0.709938142,0.73174957,0.716784763
cg15765896,0.036261561,0.037330842,0.039265325
cg15767406,0.0424214,0.053132594,0.046882629
cg15768203,0.207295529,0.214471412,0.228174463
cg15768270,0.041248084,0.04356028,0.041291652
cg15769409,0.048250397,0.040085751,0.040197553
cg15770654,0.923415725,0.917678503,0.920771647
cg15772361,0.945666352,0.956595624,0.939116462
cg15772393,0.015840318,0.044152965,0.015723708
cg15774133,0.093099525,0.09321883,0.08964756
cg15774153,0.031864388,0.025193805,0.022219248
cg15774283,0.019277006,0.019725761,0.0172135
cg15774495,0.040276123,0.038364172,0.031207311
cg15775914,0.471785685,0.462965599,0.454678137
cg15776355,0.413945977,0.419862704,0.400152302
cg15777570,0.848855128,0.857186518,0.850052452
cg15777781,0.773698493,0.79530774,0.784911279
cg15778232,0.661904036,0.642961241,0.664671476
cg15778350,0.061037051,0.032606115,0.03087256
cg15779381,0.078640151,0.110747488,0.093458169
cg15779716,0.3872691,0.396058555,0.322233294
cg15780361,0.517053904,0.531222302,0.481051629
cg15780578,0.056422149,0.056399233,0.051023856
cg15780888,0.077701785,0.068477696,0.079603338
cg15781316,0.024088862,0.029503062,0.020456832
cg15781625,0.038399158,0.039185436,0.035853742
cg15781794,0.095773642,0.101424187,0.078891932
cg15781838,0.899800135,0.888296336,0.888925916
cg15782391,0.78835506,0.812285686,0.762161121
cg15783027,0.039272872,0.03982517,0.033585586
cg15783800,0.842570606,0.858396694,0.809206696
cg15784332,0.076947278,0.094577918,0.078919176
cg15784615,0.621455329,0.613675018,0.616552932
cg15785580,0.022662834,0.030723536,0.029223577
cg15785720,0.024808144,0.02448486,0.022998742
cg15786541,0.02896958,0.031105785,0.024258699
cg15786837,0.028797407,0.03122887,0.02623434
cg15786879,0.043985474,0.055477227,0.046849949
cg15787039,0.328600492,0.334406721,0.305996443
cg15789095,0.790375454,0.774480213,0.800939788
cg15790852,0.040827205,0.040171292,0.040043825
cg15791248,0.62802566,0.603922668,0.597604644
cg15792367,0.621932091,0.637800576,0.572860471
cg15792688,0.095009569,0.087466724,0.093312381
cg15796682,0.04631742,0.036205569,0.028621502
cg15796819,0.40162991,0.441644512,0.418357331
cg15796941,0.04906494,0.05266767,0.042457033
cg15796978,0.08070543,0.086146986,0.08052046
cg15797414,0.080779676,0.073756422,0.065996751
cg15798153,0.50687709,0.537653952,0.553424492
cg15798455,0.042932749,0.046087618,0.034170384
cg15799267,0.422860441,0.471111382,0.413222086
cg15799959,0.025401293,0.026290034,0.025527398
cg15800421,0.069573993,0.065416783,0.06421937
cg15801967,0.035792888,0.029672537,0.027512557
cg15802192,0.02004677,0.02453714,0.018837248
cg15802323,0.13514276,0.135793231,0.127643628
cg15802898,0.04775943,0.049057804,0.053407496
cg15804118,0.025879754,0.023883561,0.024480331
cg15804973,0.429417395,0.51486102,0.511426274
cg15806518,0.053092274,0.047726364,0.048882393
cg15808558,0.034044767,0.037093529,0.028307168
cg15809230,0.020463982,0.023129797,0.019209115
cg15810326,0.049446993,0.057606687,0.036011929
cg15810744,0.030600373,0.033600465,0.025828248
cg15811235,0.02722115,0.030431979,0.026854741
cg15811427,0.730625714,0.710413399,0.724466714
cg15812071,0.746980951,0.74803983,0.78371988
cg15812873,0.060149542,0.046051025,0.033329061
cg15812957,0.922587351,0.840449897,0.635415941
cg15814508,0.190045033,0.191383868,0.166622405
cg15815016,0.039136369,0.035394569,0.038871916
cg15815843,0.865869402,0.887879413,0.864994755
cg15816080,0.020467832,0.025113638,0.020235749
cg15817236,0.048167068,0.037379138,0.031868852
cg15818800,0.011228887,0.024085584,0.010242579
cg15819171,0.027685443,0.035370518,0.02074032
cg15819333,0.449271052,0.459957162,0.402626188
cg15819853,0.031208774,0.036777861,0.029535149
cg15820189,0.03118786,0.035138611,0.037055357
cg15820809,0.070245154,0.079753446,0.074723699
cg15820955,0.778259287,0.788719825,0.780890941
cg15821095,0.896667545,0.879168093,0.881425839
cg15822346,0.058718778,0.052388222,0.056851531
cg15822411,0.75414574,0.799590924,0.72721401
cg15823100,0.884409447,0.886424076,0.882155049
cg15824056,0.064092904,0.050452449,0.052362954
cg15824080,0.057561631,0.067805917,0.059654558
cg15824705,0.023833053,0.02719589,0.020858346
cg15824968,0.028773393,0.038211573,0.027547439
cg15827031,0.024672472,0.031056867,0.022644678
cg15827295,0.026351207,0.029239251,0.026191621
cg15830940,0.792024851,0.777788785,0.735696233
cg15831452,0.021556743,0.022210404,0.016418221
cg15831515,0.439883079,0.403090065,0.394879044
cg15832292,0.034843933,0.046944783,0.035468377
cg15832436,0.049920612,0.057341039,0.048846854
cg15834294,0.030329174,0.028885932,0.025134154
cg15835232,0.033519386,0.043355603,0.041620486
cg15835825,0.020723549,0.026926491,0.018638787
cg15836394,0.029974456,0.037709138,0.031342788
cg15836660,0.023978984,0.031824458,0.02757759
cg15836722,0.282261446,0.275527376,0.227884009
cg15837252,0.196357186,0.213047056,0.199738169
cg15839448,0.038372372,0.039626152,0.03020377
cg15840658,0.028994058,0.031405832,0.029039452
cg15840985,0.295232904,0.359284562,0.295832486
cg15841415,0.08799326,0.096558651,0.092482341
cg15842276,0.286502241,0.284121486,0.268532703
cg15842400,0.021962375,0.024309978,0.020301499
cg15842430,0.808942536,0.797361233,0.75762594
cg15842483,0.050469773,0.051965741,0.04979387
cg15842884,0.022088115,0.027527997,0.016431
cg15843217,0.283072538,0.270048558,0.281148701
cg15843823,0.08108696,0.080318687,0.06016043
cg15844609,0.045770916,0.043065792,0.038956919
cg15846641,0.023615827,0.031805295,0.026552365
cg15846718,0.064396315,0.072361108,0.066247411
cg15847988,0.751484599,0.82236908,0.823439368
cg15851800,0.039671148,0.072159215,0.028589757
cg15852879,0.027899082,0.03925086,0.030042941
cg15852891,0.035288244,0.031348699,0.025643095
cg15853125,0.032912055,0.043147582,0.032091476
cg15853374,0.037935508,0.040397267,0.031716873
cg15854296,0.063120677,0.064800772,0.061116127
cg15856055,0.156380898,0.126101766,0.112784804
cg15857475,0.019337249,0.019552331,0.016192503
cg15860839,0.101678529,0.095663121,0.087736707
cg15861540,0.0241407,0.030671752,0.024079574
cg15862544,0.766949067,0.774868118,0.763784176
cg15863254,0.065392766,0.104872935,0.062027141
cg15864184,0.169375292,0.178495389,0.186949622
cg15865742,0.202306274,0.201756142,0.174410718
cg15868151,0.063996963,0.026536942,0.044718114
cg15868302,0.242772046,0.262321635,0.286608806
cg15869022,0.39033818,0.428539982,0.387929044
cg15869642,0.868692112,0.874941137,0.870256062
cg15870225,0.8437924,0.842929542,0.80971318
cg15872103,0.02931207,0.030648045,0.03269492
cg15873301,0.029366074,0.036513967,0.03790416
cg15873633,0.059564701,0.059834006,0.049762402
cg15873715,0.048395497,0.063723905,0.055717127
cg15875120,0.035326638,0.038911826,0.034076456
cg15875314,0.648621411,0.705331564,0.652103602
cg15877314,0.022517676,0.033208006,0.021253299
cg15878317,0.031208454,0.031148516,0.029428551
cg15879316,0.100024322,0.09733985,0.089290191
cg15880738,0.612351426,0.640049831,0.654461845
cg15881088,0.03308617,0.036802509,0.033749935
cg15881727,0.063564629,0.063271348,0.053738017
cg15882999,0.028076602,0.023875932,0.023295154
cg15883716,0.054777186,0.077353178,0.06290141
cg15883761,0.020252331,0.025712457,0.020203843
cg15884411,0.021353116,0.026913642,0.023064525
cg15885734,0.835095325,0.851031863,0.807657958
cg15887846,0.42437246,0.389813896,0.35872471
cg15888522,0.825073146,0.811747452,0.781334046
cg15890111,0.033982036,0.030804643,0.031572293
cg15890484,0.148350356,0.159649534,0.154385103
cg15893253,0.037123787,0.035596214,0.03262931
cg15894661,0.029716175,0.035692625,0.02616051
cg15895197,0.366405763,0.348487847,0.352392499
cg15895359,0.047125965,0.117471184,0.180048422
